id,cid,pokemon_species_id,form,name,name_ko,is_independent,hp,attack,defense,special_attack,special_defense,speed,total,type1_id,type2_id,ability1_id,ability2_id,ability_hidden_id,height,weight,base_experience,capture_rate,effort_hp,effort_atk,effort_def,effort_spa,effort_spd,effort_spe,is_battle_only,is_mega,is_gmax,is_region_form,sprite_url
534,534000,534,0,,,1,105,140,95,55,65,45,505,1,,62,125,89,14,870,227,45,0,3,0,0,0,0,0,0,,,/static/pokemon_forms/0534_00_Conkeldurr.png
535,535000,535,0,,,1,50,50,40,50,40,64,294,10,,33,93,11,5,45,59,255,0,0,0,0,0,1,0,0,,,/static/pokemon_forms/0535_00_Tympole.png
536,536000,536,0,,,1,75,65,55,65,55,69,384,10,4,33,93,11,8,170,134,120,2,0,0,0,0,0,0,0,,,/static/pokemon_forms/0536_00_Palpitoad.png
537,537000,537,0,,,1,105,95,75,85,75,74,509,10,4,33,143,11,15,620,229,45,3,0,0,0,0,0,0,0,,,/static/pokemon_forms/0537_00_Seismitoad.png
538,538000,538,0,,,1,120,100,85,30,85,45,465,1,,62,39,104,13,555,163,45,2,0,0,0,0,0,0,0,,,/static/pokemon_forms/0538_00_Throh.png
539,539000,539,0,,,1,75,125,75,30,75,85,465,1,,5,39,104,14,510,163,45,0,2,0,0,0,0,0,0,,,/static/pokemon_forms/0539_00_Sawk.png
540,540000,540,0,,,1,45,53,70,40,60,42,310,6,11,68,34,142,3,25,62,255,0,0,1,0,0,0,0,0,,,/static/pokemon_forms/0540_00_Sewaddle.png
541,541000,541,0,,,1,55,63,90,50,80,42,380,6,11,102,34,142,5,73,133,120,0,0,2,0,0,0,0,0,,,/static/pokemon_forms/0541_00_Swadloon.png
542,542000,542,0,,,1,75,103,80,70,80,92,500,6,11,68,34,142,12,205,225,45,0,3,0,0,0,0,0,0,,,/static/pokemon_forms/0542_00_Leavanny.png
543,543000,543,0,,,1,30,45,59,30,39,57,260,6,3,38,68,95,4,53,52,255,0,0,1,0,0,0,0,0,,,/static/pokemon_forms/0543_00_Venipede.png
544,544000,544,0,,,1,40,55,99,40,79,47,360,6,3,38,68,95,12,585,126,120,0,0,2,0,0,0,0,0,,,/static/pokemon_forms/0544_00_Whirlipede.png
545,545000,545,0,,,1,60,100,89,55,69,112,485,6,3,38,68,95,25,2005,218,45,0,0,0,0,0,3,0,0,,,/static/pokemon_forms/0545_00_Scolipede.png
10288,545001,545,1,Mega,메가진화,0,60,140,149,75,99,62,585,6,3,,,,32,2305,218,45,0,0,0,0,0,3,1,1,0,0,/static/pokemon_forms/0545_01_Scolipede.png
546,546000,546,0,,,1,40,27,60,37,50,66,280,11,17,158,151,34,3,6,56,190,0,0,0,0,0,1,0,0,,,/static/pokemon_forms/0546_00_Cottonee.png
547,547000,547,0,,,1,60,67,85,77,75,116,480,11,17,158,151,34,7,66,168,75,0,0,0,0,0,2,0,0,,,/static/pokemon_forms/0547_00_Whimsicott.png
548,548000,548,0,,,1,45,35,50,70,50,30,280,11,,34,20,102,5,66,56,190,0,0,0,1,0,0,0,0,,,/static/pokemon_forms/0548_00_Petilil.png
549,549000,549,0,,,1,70,60,75,110,75,90,480,11,,34,20,102,11,163,168,75,0,0,0,2,0,0,0,0,,,/static/pokemon_forms/0549_00_Lilligant.png
10237,549001,549,1,Hisuian,히스이의 모습,1,70,105,75,50,75,105,480,11,1,34,55,102,12,192,168,75,0,0,0,2,0,0,0,0,0,1,/static/pokemon_forms/0549_01_Lilligant.png
550,550000,550,0,Red-Striped,적색근,1,70,92,65,80,55,98,460,10,,120,91,104,10,180,161,25,0,0,0,0,0,2,0,0,0,0,/static/pokemon_forms/0550_00_Basculin.png
10016,550001,550,1,Blue-Striped,청색근,1,70,92,65,80,55,98,460,10,,69,91,104,10,180,161,25,0,0,0,0,0,2,0,0,0,0,/static/pokemon_forms/0550_01_Basculin.png
10247,550002,550,2,"Hisuian, White-Striped","히스이의 모습, 백색근",1,70,92,65,80,55,98,460,10,,155,91,104,10,180,161,25,0,0,0,0,0,2,0,0,0,1,/static/pokemon_forms/0550_02_Basculin.png
551,551000,551,0,,,1,50,72,35,35,35,65,292,4,16,22,153,83,7,152,58,180,0,1,0,0,0,0,0,0,,,/static/pokemon_forms/0551_00_Sandile.png
552,552000,552,0,,,1,60,82,45,45,45,74,351,4,16,22,153,83,10,334,123,90,0,2,0,0,0,0,0,0,,,/static/pokemon_forms/0552_00_Krokorok.png
553,553000,553,0,,,1,95,117,80,65,70,92,519,4,16,22,153,83,15,963,234,45,0,3,0,0,0,0,0,0,,,/static/pokemon_forms/0553_00_Krookodile.png
554,554000,554,0,,,1,70,90,45,15,45,50,315,9,,55,,39,6,375,63,120,0,1,0,0,0,0,0,0,,,/static/pokemon_forms/0554_00_Darumaka.png
10176,554001,554,1,Galarian,가라르의 모습,1,70,90,45,15,45,50,315,14,,55,,39,7,400,63,120,0,1,0,0,0,0,0,0,0,1,/static/pokemon_forms/0554_01_Darumaka.png
555,555000,555,0,,,1,105,140,55,30,55,95,480,9,,125,,161,13,929,168,60,0,2,0,0,0,0,0,0,,,/static/pokemon_forms/0555_00_Darmanitan.png
10017,555001,555,1,Zen Mode,달마모드,0,105,30,105,140,105,55,540,9,13,,,161,13,929,189,60,0,0,0,2,0,0,1,0,0,0,/static/pokemon_forms/0555_01_Darmanitan.png
10177,555002,555,2,Galarian,가라르의 모습,1,105,140,55,30,55,95,480,14,,255,,161,17,1200,168,60,0,2,0,0,0,0,0,0,0,1,/static/pokemon_forms/0555_02_Darmanitan.png
10178,555003,555,3,"Galarian, Zen Mode","가라르의 모습, 달마모드",0,105,160,55,30,55,135,540,14,9,255,,161,17,1200,189,60,0,0,0,2,0,0,1,0,0,1,/static/pokemon_forms/0555_03_Darmanitan.png
556,556000,556,0,,,1,75,86,67,106,67,60,461,11,,11,34,114,10,280,161,255,0,0,0,2,0,0,0,0,,,/static/pokemon_forms/0556_00_Maractus.png
557,557000,557,0,,,1,50,65,85,35,35,55,325,6,5,5,75,133,3,145,65,190,0,0,1,0,0,0,0,0,,,/static/pokemon_forms/0557_00_Dwebble.png
558,558000,558,0,,,1,70,105,125,65,75,45,485,6,5,5,75,133,14,2000,170,75,0,0,2,0,0,0,0,0,,,/static/pokemon_forms/0558_00_Crustle.png
559,559000,559,0,,,1,50,75,70,35,70,48,348,16,1,61,153,22,6,118,70,180,0,1,0,0,0,0,0,0,,,/static/pokemon_forms/0559_00_Scraggy.png
560,560000,560,0,,,1,65,90,115,45,115,58,488,16,1,61,153,22,11,300,171,90,0,0,1,0,1,0,0,0,,,/static/pokemon_forms/0560_00_Scrafty.png
10289,560001,560,1,Mega,메가진화,0,65,130,135,55,135,68,588,16,1,,,,11,310,171,90,0,0,1,0,1,0,1,1,0,0,/static/pokemon_forms/0560_01_Scrafty.png
561,561000,561,0,,,1,72,58,80,103,80,97,490,13,2,147,98,110,14,140,172,45,0,0,0,2,0,0,0,0,,,/static/pokemon_forms/0561_00_Sigilyph.png
562,562000,562,0,,,1,38,30,85,55,65,30,303,7,,152,,,5,15,61,190,0,0,1,0,0,0,0,0,,,/static/pokemon_forms/0562_00_Yamask.png
10179,562001,562,1,Galarian,가라르의 모습,1,38,55,85,30,65,30,303,4,7,254,,,5,15,61,190,0,0,1,0,0,0,0,0,0,1,/static/pokemon_forms/0562_01_Yamask.png
563,563000,563,0,,,1,58,50,145,95,105,30,483,7,,152,,,17,765,169,90,0,0,2,0,0,0,0,0,,,/static/pokemon_forms/0563_00_Cofagrigus.png
564,564000,564,0,,,1,54,78,103,53,45,22,355,10,5,116,5,33,7,165,71,45,0,0,1,0,0,0,0,0,,,/static/pokemon_forms/0564_00_Tirtouga.png
565,565000,565,0,,,1,74,108,133,83,65,32,495,10,5,116,5,33,12,810,173,45,0,0,2,0,0,0,0,0,,,/static/pokemon_forms/0565_00_Carracosta.png
566,566000,566,0,,,1,55,112,45,74,45,70,401,5,2,129,,,5,95,71,45,0,1,0,0,0,0,0,0,,,/static/pokemon_forms/0566_00_Archen.png
567,567000,567,0,,,1,75,140,65,112,65,110,567,5,2,129,,,14,320,177,45,0,2,0,0,0,0,0,0,,,/static/pokemon_forms/0567_00_Archeops.png
568,568000,568,0,,,1,50,50,62,40,62,65,329,3,,1,60,106,6,310,66,190,0,0,0,0,0,1,0,0,,,/static/pokemon_forms/0568_00_Trubbish.png
569,569000,569,0,,,1,80,95,82,60,82,75,474,3,,1,133,106,19,1073,166,60,0,2,0,0,0,0,0,0,,,/static/pokemon_forms/0569_00_Garbodor.png
10207,569001,569,1,Gigantamax,거다이맥스,0,80,95,82,60,82,75,474,3,,1,133,106,210,10000,166,60,0,2,0,0,0,0,1,0,1,0,/static/pokemon_forms/0569_01_Garbodor.png
570,570000,570,0,,,1,40,65,40,80,40,65,330,16,,149,,,7,125,66,75,0,0,0,1,0,0,0,0,,,/static/pokemon_forms/0570_00_Zorua.png
10238,570001,570,1,Hisuian,히스이의 모습,1,35,60,40,85,40,70,330,0,7,149,,,7,125,66,75,0,0,0,1,0,0,0,0,0,1,/static/pokemon_forms/0570_01_Zorua.png
571,571000,571,0,,,1,60,105,60,120,60,105,510,16,,149,,,16,811,179,45,0,0,0,2,0,0,0,0,,,/static/pokemon_forms/0571_00_Zoroark.png
10239,571001,571,1,Hisuian,히스이의 모습,1,55,100,60,125,60,110,510,0,7,149,,,16,730,179,45,0,0,0,2,0,0,0,0,0,1,/static/pokemon_forms/0571_01_Zoroark.png
572,572000,572,0,,,1,55,50,40,40,40,75,300,0,,56,101,92,4,58,60,255,0,0,0,0,0,1,0,0,,,/static/pokemon_forms/0572_00_Minccino.png
573,573000,573,0,,,1,75,95,60,65,60,115,470,0,,56,101,92,5,75,165,60,0,0,0,0,0,2,0,0,,,/static/pokemon_forms/0573_00_Cinccino.png
574,574000,574,0,,,1,45,30,50,55,65,45,290,13,,119,172,23,4,58,58,200,0,0,0,0,1,0,0,0,,,/static/pokemon_forms/0574_00_Gothita.png
575,575000,575,0,,,1,60,45,70,75,85,55,390,13,,119,172,23,7,180,137,100,0,0,0,0,2,0,0,0,,,/static/pokemon_forms/0575_00_Gothorita.png
576,576000,576,0,,,1,70,55,95,95,110,65,490,13,,119,172,23,15,440,221,50,0,0,0,0,3,0,0,0,,,/static/pokemon_forms/0576_00_Gothitelle.png
577,577000,577,0,,,1,45,30,40,105,50,20,290,13,,142,98,144,3,10,58,200,0,0,0,1,0,0,0,0,,,/static/pokemon_forms/0577_00_Solosis.png
578,578000,578,0,,,1,65,40,50,125,60,30,370,13,,142,98,144,6,80,130,100,0,0,0,2,0,0,0,0,,,/static/pokemon_forms/0578_00_Duosion.png
579,579000,579,0,,,1,110,65,75,125,85,30,490,13,,142,98,144,10,201,221,50,0,0,0,3,0,0,0,0,,,/static/pokemon_forms/0579_00_Reuniclus.png
580,580000,580,0,,,1,62,44,50,44,50,55,305,10,2,51,145,93,5,55,61,190,1,0,0,0,0,0,0,0,,,/static/pokemon_forms/0580_00_Ducklett.png
581,581000,581,0,,,1,75,87,63,87,63,98,473,10,2,51,145,93,13,242,166,45,0,0,0,0,0,2,0,0,,,/static/pokemon_forms/0581_00_Swanna.png
582,582000,582,0,,,1,36,50,50,65,60,44,305,14,,115,81,133,4,57,61,255,0,0,0,1,0,0,0,0,,,/static/pokemon_forms/0582_00_Vanillite.png
583,583000,583,0,,,1,51,65,65,80,75,59,395,14,,115,81,133,11,410,138,120,0,0,0,2,0,0,0,0,,,/static/pokemon_forms/0583_00_Vanillish.png
584,584000,584,0,,,1,71,95,85,110,95,79,535,14,,115,117,133,13,575,241,45,0,0,0,3,0,0,0,0,,,/static/pokemon_forms/0584_00_Vanilluxe.png
585,585000,585,0,,,1,60,60,50,40,50,75,335,0,11,34,157,32,6,195,67,190,0,0,0,0,0,1,0,0,,,/static/pokemon_forms/0585_00_Deerling.png
586,586000,586,0,,,1,80,100,70,60,70,95,475,0,11,34,157,32,19,925,166,75,0,2,0,0,0,0,0,0,,,/static/pokemon_forms/0586_00_Sawsbuck.png
587,587000,587,0,,,1,55,75,60,75,60,103,428,12,2,9,,78,4,50,150,200,0,0,0,0,0,2,0,0,,,/static/pokemon_forms/0587_00_Emolga.png
588,588000,588,0,,,1,50,75,45,40,45,60,315,6,,68,61,99,5,59,63,200,0,1,0,0,0,0,0,0,,,/static/pokemon_forms/0588_00_Karrablast.png
589,589000,589,0,,,1,70,135,105,60,105,20,495,6,8,68,75,142,10,330,173,75,0,2,0,0,0,0,0,0,,,/static/pokemon_forms/0589_00_Escavalier.png
590,590000,590,0,,,1,69,55,45,55,55,15,294,11,3,27,,144,2,10,59,190,1,0,0,0,0,0,0,0,,,/static/pokemon_forms/0590_00_Foongus.png
591,591000,591,0,,,1,114,85,70,85,80,30,464,11,3,27,,144,6,105,162,75,2,0,0,0,0,0,0,0,,,/static/pokemon_forms/0591_00_Amoonguss.png
592,592000,592,0,,,1,55,40,50,65,85,40,335,10,7,11,130,,12,330,67,190,0,0,0,0,1,0,0,0,,,/static/pokemon_forms/0592_00_Frillish.png
593,593000,593,0,,,1,100,60,70,85,105,60,480,10,7,11,130,6,22,1350,168,60,0,0,0,0,2,0,0,0,,,/static/pokemon_forms/0593_00_Jellicent.png
594,594000,594,0,,,1,165,75,80,40,45,65,470,10,,131,93,144,12,316,165,75,2,0,0,0,0,0,0,0,,,/static/pokemon_forms/0594_00_Alomomola.png
595,595000,595,0,,,1,50,47,50,57,50,65,319,6,12,14,127,68,1,6,64,190,0,0,0,0,0,1,0,0,,,/static/pokemon_forms/0595_00_Joltik.png
596,596000,596,0,,,1,70,77,60,97,60,108,472,6,12,14,127,68,8,143,165,75,0,0,0,0,0,2,0,0,,,/static/pokemon_forms/0596_00_Galvantula.png
597,597000,597,0,,,1,44,50,91,24,86,10,305,11,8,160,,,6,188,61,255,0,0,1,0,0,0,0,0,,,/static/pokemon_forms/0597_00_Ferroseed.png
598,598000,598,0,,,1,74,94,131,54,116,20,489,11,8,160,,,10,1100,171,90,0,0,2,0,0,0,0,0,,,/static/pokemon_forms/0598_00_Ferrothorn.png
599,599000,599,0,,,1,40,55,70,45,60,30,300,8,,57,58,29,3,210,60,130,0,0,1,0,0,0,0,0,,,/static/pokemon_forms/0599_00_Klink.png
600,600000,600,0,,,1,60,80,95,70,85,50,440,8,,57,58,29,6,510,154,60,0,0,2,0,0,0,0,0,,,/static/pokemon_forms/0600_00_Klang.png
601,601000,601,0,,,1,60,100,115,70,85,90,520,8,,57,58,29,6,810,234,30,0,0,3,0,0,0,0,0,,,/static/pokemon_forms/0601_00_Klinklang.png
602,602000,602,0,,,1,35,55,40,45,40,60,275,12,,26,,,2,3,55,190,0,0,0,0,0,1,0,0,,,/static/pokemon_forms/0602_00_Tynamo.png
603,603000,603,0,,,1,65,85,70,75,70,40,405,12,,26,,,12,220,142,60,0,2,0,0,0,0,0,0,,,/static/pokemon_forms/0603_00_Eelektrik.png
604,604000,604,0,,,1,85,115,80,105,80,50,515,12,,26,,,21,805,232,30,0,3,0,0,0,0,0,0,,,/static/pokemon_forms/0604_00_Eelektross.png
10290,604001,604,1,Mega,메가진화,0,85,145,80,135,90,80,615,12,,,,,30,1800,232,30,0,3,0,0,0,0,1,1,0,0,/static/pokemon_forms/0604_01_Eelektross.png
605,605000,605,0,,,1,55,55,55,85,55,30,335,13,,140,28,148,5,90,67,255,0,0,0,1,0,0,0,0,,,/static/pokemon_forms/0605_00_Elgyem.png
606,606000,606,0,,,1,75,75,75,125,95,40,485,13,,140,28,148,10,345,170,90,0,0,0,2,0,0,0,0,,,/static/pokemon_forms/0606_00_Beheeyem.png
607,607000,607,0,,,1,50,30,55,65,55,20,275,7,9,18,49,23,3,31,55,190,0,0,0,1,0,0,0,0,,,/static/pokemon_forms/0607_00_Litwick.png
608,608000,608,0,,,1,60,40,60,95,60,55,370,7,9,18,49,23,6,130,130,90,0,0,0,2,0,0,0,0,,,/static/pokemon_forms/0608_00_Lampent.png
609,609000,609,0,,,1,60,55,90,145,90,80,520,7,9,18,49,23,10,343,234,45,0,0,0,3,0,0,0,0,,,/static/pokemon_forms/0609_00_Chandelure.png
10291,609001,609,1,Mega,메가진화,0,60,75,110,175,110,90,620,7,9,,,,25,696,234,45,0,0,0,3,0,0,1,1,0,0,/static/pokemon_forms/0609_01_Chandelure.png
610,610000,610,0,,,1,46,87,60,30,40,57,320,15,,79,104,127,6,180,64,75,0,1,0,0,0,0,0,0,,,/static/pokemon_forms/0610_00_Axew.png
611,611000,611,0,,,1,66,117,70,40,50,67,410,15,,79,104,127,10,360,144,60,0,2,0,0,0,0,0,0,,,/static/pokemon_forms/0611_00_Fraxure.png
612,612000,612,0,,,1,76,147,90,60,70,97,540,15,,79,104,127,18,1055,243,45,0,3,0,0,0,0,0,0,,,/static/pokemon_forms/0612_00_Haxorus.png
613,613000,613,0,,,1,55,70,40,60,40,40,305,14,,81,202,155,5,85,61,120,0,1,0,0,0,0,0,0,,,/static/pokemon_forms/0613_00_Cubchoo.png
614,614000,614,0,,,1,95,130,80,70,80,50,505,14,,81,202,33,26,2600,177,60,0,2,0,0,0,0,0,0,,,/static/pokemon_forms/0614_00_Beartic.png
615,615000,615,0,,,1,80,50,50,95,135,105,515,14,,26,,,11,1480,180,25,0,0,0,0,2,0,0,0,,,/static/pokemon_forms/0615_00_Cryogonal.png
616,616000,616,0,,,1,50,40,85,40,65,25,305,6,,93,75,142,4,77,61,200,0,0,1,0,0,0,0,0,,,/static/pokemon_forms/0616_00_Shelmet.png
617,617000,617,0,,,1,80,70,40,100,60,145,495,6,,93,60,84,8,253,173,75,0,0,0,0,0,2,0,0,,,/static/pokemon_forms/0617_00_Accelgor.png
618,618000,618,0,,,1,109,66,84,81,99,32,471,4,12,9,7,8,7,110,165,75,2,0,0,0,0,0,0,0,,,/static/pokemon_forms/0618_00_Stunfisk.png
10180,618001,618,1,Galarian,가라르의 모습,1,109,81,99,66,84,32,471,4,8,250,,,7,205,165,75,2,0,0,0,0,0,0,0,0,1,/static/pokemon_forms/0618_01_Stunfisk.png
619,619000,619,0,,,1,45,85,50,55,50,65,350,1,,39,144,120,9,200,70,180,0,1,0,0,0,0,0,0,,,/static/pokemon_forms/0619_00_Mienfoo.png
620,620000,620,0,,,1,65,125,60,95,60,105,510,1,,39,144,120,14,355,179,45,0,2,0,0,0,0,0,0,,,/static/pokemon_forms/0620_00_Mienshao.png
621,621000,621,0,,,1,77,120,90,60,90,48,485,15,,24,125,104,16,1390,170,45,0,2,0,0,0,0,0,0,,,/static/pokemon_forms/0621_00_Druddigon.png
622,622000,622,0,,,1,59,74,50,35,50,35,303,4,7,89,103,99,10,920,61,190,0,1,0,0,0,0,0,0,,,/static/pokemon_forms/0622_00_Golett.png
623,623000,623,0,,,1,89,124,80,55,80,55,483,4,7,89,103,99,28,3300,169,90,0,2,0,0,0,0,0,0,,,/static/pokemon_forms/0623_00_Golurk.png
624,624000,624,0,,,1,45,85,70,40,40,60,340,16,8,128,39,46,5,102,68,120,0,1,0,0,0,0,0,0,,,/static/pokemon_forms/0624_00_Pawniard.png
625,625000,625,0,,,1,65,125,100,60,70,70,490,16,8,128,39,46,16,700,172,45,0,2,0,0,0,0,0,0,,,/static/pokemon_forms/0625_00_Bisharp.png
626,626000,626,0,,,1,95,110,95,40,95,55,490,0,,120,157,43,16,946,172,45,0,2,0,0,0,0,0,0,,,/static/pokemon_forms/0626_00_Bouffalant.png
627,627000,627,0,,,1,70,83,50,37,50,60,350,0,2,51,125,55,5,105,70,190,0,1,0,0,0,0,0,0,,,/static/pokemon_forms/0627_00_Rufflet.png
628,628000,628,0,,,1,100,123,75,57,75,80,510,0,2,51,125,128,15,410,179,60,0,2,0,0,0,0,0,0,,,/static/pokemon_forms/0628_00_Braviary.png
10240,628001,628,1,Hisuian,히스이의 모습,1,100,123,75,57,75,80,510,13,2,51,125,110,17,434,179,60,0,2,0,0,0,0,0,0,0,1,/static/pokemon_forms/0628_01_Braviary.png
629,629000,629,0,,,1,70,55,75,45,65,60,370,16,2,145,142,133,5,90,74,190,0,0,1,0,0,0,0,0,,,/static/pokemon_forms/0629_00_Vullaby.png
630,630000,630,0,,,1,110,65,105,55,95,80,510,16,2,145,142,133,12,395,179,60,0,0,0,2,0,0,0,0,,,/static/pokemon_forms/0630_00_Mandibuzz.png
631,631000,631,0,,,1,85,97,66,105,66,65,484,9,,82,18,73,14,580,169,90,0,0,0,2,0,0,0,0,,,/static/pokemon_forms/0631_00_Heatmor.png
632,632000,632,0,,,1,58,109,112,48,48,109,484,6,8,68,55,54,3,330,169,90,0,0,2,0,0,0,0,0,,,/static/pokemon_forms/0632_00_Durant.png
633,633000,633,0,,,1,52,65,50,45,50,38,300,16,15,55,,,8,173,60,45,0,1,0,0,0,0,0,0,,,/static/pokemon_forms/0633_00_Deino.png
634,634000,634,0,,,1,72,85,70,65,70,58,420,16,15,55,,,14,500,147,45,0,2,0,0,0,0,0,0,,,/static/pokemon_forms/0634_00_Zweilous.png
635,635000,635,0,,,1,92,105,90,125,90,98,600,16,15,26,,,18,1600,270,45,0,0,0,3,0,0,0,0,,,/static/pokemon_forms/0635_00_Hydreigon.png
636,636000,636,0,,,1,55,85,55,50,55,60,360,6,9,49,,68,11,288,72,45,0,1,0,0,0,0,0,0,,,/static/pokemon_forms/0636_00_Larvesta.png
637,637000,637,0,,,1,85,60,65,135,105,100,550,6,9,49,,68,16,460,248,15,0,0,0,3,0,0,0,0,,,/static/pokemon_forms/0637_00_Volcarona.png
638,638000,638,0,,,1,91,90,129,90,72,108,580,8,1,154,,,21,2500,261,3,0,0,3,0,0,0,0,0,,,/static/pokemon_forms/0638_00_Cobalion.png
639,639000,639,0,,,1,91,129,90,72,90,108,580,5,1,154,,,19,2600,261,3,0,3,0,0,0,0,0,0,,,/static/pokemon_forms/0639_00_Terrakion.png
640,640000,640,0,,,1,91,90,72,90,129,108,580,11,1,154,,,20,2000,261,3,0,0,0,0,3,0,0,0,,,/static/pokemon_forms/0640_00_Virizion.png
641,641000,641,0,Incarnate,화신폼,1,79,115,70,125,80,111,580,2,,158,128,128,15,630,261,3,0,3,0,0,0,0,0,0,0,0,/static/pokemon_forms/0641_00_Tornadus.png
10019,641001,641,1,Therian,영물폼,1,79,100,80,110,90,121,580,2,,144,,,14,630,290,3,0,0,0,0,0,3,0,0,0,0,/static/pokemon_forms/0641_01_Tornadus.png
642,642000,642,0,Incarnate,화신폼,1,79,115,70,125,80,111,580,12,2,158,128,128,15,610,261,3,0,3,0,0,0,0,0,0,0,0,/static/pokemon_forms/0642_00_Thundurus.png
10020,642001,642,1,Therian,영물폼,1,79,105,70,145,80,101,580,12,2,10,,,30,610,290,3,0,0,0,3,0,0,0,0,0,0,/static/pokemon_forms/0642_01_Thundurus.png
643,643000,643,0,,,1,100,120,100,150,120,90,680,15,9,163,,,32,3300,306,3,0,0,0,3,0,0,0,0,,,/static/pokemon_forms/0643_00_Reshiram.png
644,644000,644,0,,,1,100,150,120,120,100,90,680,15,12,164,,,29,3450,306,3,0,3,0,0,0,0,0,0,,,/static/pokemon_forms/0644_00_Zekrom.png
645,645000,645,0,Incarnate,화신폼,1,89,125,90,115,80,101,600,4,2,159,125,125,15,680,270,3,0,0,0,3,0,0,0,0,0,0,/static/pokemon_forms/0645_00_Landorus.png
10021,645001,645,1,Therian,영물폼,1,89,145,90,105,80,91,600,4,2,22,,,13,680,300,3,0,3,0,0,0,0,0,0,0,0,/static/pokemon_forms/0645_01_Landorus.png
646,646000,646,0,,,1,125,130,90,130,90,95,660,15,14,46,,,30,3250,297,3,1,1,0,1,0,0,0,0,,,/static/pokemon_forms/0646_00_Kyurem.png
10022,646001,646,1,White,화이트,1,125,120,90,170,100,95,700,15,14,163,,,33,3250,350,3,0,3,0,0,0,0,0,0,0,0,/static/pokemon_forms/0646_01_Kyurem.png
10023,646002,646,2,Black,블랙,1,125,170,100,120,90,95,700,15,14,164,,,36,3250,350,3,0,0,0,3,0,0,0,0,0,0,/static/pokemon_forms/0646_02_Kyurem.png
647,647000,647,0,,,1,91,72,90,129,90,108,580,10,1,154,,,14,485,261,3,0,0,0,3,0,0,0,0,,,/static/pokemon_forms/0647_00_Keldeo.png
10024,647001,647,1,Resolute Form,각오의 모습,1,91,72,90,129,90,108,580,10,1,154,,,14,485,290,3,0,0,0,3,0,0,0,0,0,0,/static/pokemon_forms/0647_01_Keldeo.png
648,648000,648,0,Aria,보이스폼,1,100,128,90,77,77,128,600,0,13,32,,,6,65,270,3,0,0,0,1,1,1,0,0,0,0,/static/pokemon_forms/0648_00_Meloetta.png
10018,648001,648,1,Pirouette,스텝폼,0,100,77,77,128,128,90,600,0,1,32,,,6,65,270,3,0,1,1,0,0,1,1,0,0,0,/static/pokemon_forms/0648_01_Meloetta.png
649,649000,649,0,,,1,71,120,95,120,95,99,600,6,8,88,,,15,825,270,3,0,1,0,1,0,1,0,0,,,/static/pokemon_forms/0649_00_Genesect.png
650,650000,650,0,,,1,56,61,65,48,45,38,313,11,,65,,171,4,90,63,45,0,0,1,0,0,0,0,0,,,/static/pokemon_forms/0650_00_Chespin.png
651,651000,651,0,,,1,61,78,95,56,58,57,405,11,,65,,171,7,290,142,45,0,0,2,0,0,0,0,0,,,/static/pokemon_forms/0651_00_Quilladin.png
652,652000,652,0,,,1,88,107,122,74,75,64,530,11,1,65,,171,16,900,239,45,0,0,3,0,0,0,0,0,,,/static/pokemon_forms/0652_00_Chesnaught.png
10292,652001,652,1,Mega,메가진화,0,88,137,172,74,115,44,630,11,1,,,,16,900,239,45,0,0,3,0,0,0,1,1,0,0,/static/pokemon_forms/0652_01_Chesnaught.png
653,653000,653,0,,,1,40,45,40,62,60,60,307,9,,66,,170,4,94,61,45,0,0,0,1,0,0,0,0,,,/static/pokemon_forms/0653_00_Fennekin.png
654,654000,654,0,,,1,59,59,58,90,70,73,409,9,,66,,170,10,145,143,45,0,0,0,2,0,0,0,0,,,/static/pokemon_forms/0654_00_Braixen.png
655,655000,655,0,,,1,75,69,72,114,100,104,534,9,13,66,,170,15,390,240,45,0,0,0,3,0,0,0,0,,,/static/pokemon_forms/0655_00_Delphox.png
10293,655001,655,1,Mega,메가진화,0,75,69,72,159,125,134,634,9,13,,,,15,390,240,45,0,0,0,3,0,0,1,1,0,0,/static/pokemon_forms/0655_01_Delphox.png
656,656000,656,0,,,1,41,56,40,62,44,71,314,10,,67,,168,3,70,63,45,0,0,0,0,0,1,0,0,,,/static/pokemon_forms/0656_00_Froakie.png
657,657000,657,0,,,1,54,63,52,83,56,97,405,10,,67,,168,6,109,142,45,0,0,0,0,0,2,0,0,,,/static/pokemon_forms/0657_00_Frogadier.png
658,658000,658,0,,,1,72,95,67,103,71,122,530,10,16,67,,168,15,400,239,45,0,0,0,0,0,3,0,0,,,/static/pokemon_forms/0658_00_Greninja.png
10116,658001,658,1,Battle Bond,유대변화,0,72,145,67,153,71,132,640,10,16,210,,,15,400,239,45,0,0,0,0,0,3,0,0,0,0,/static/pokemon_forms/0658_01_Greninja.png
10117,658002,658,2,Ash,지우개굴닌자,0,72,145,67,153,71,132,640,10,16,210,,,15,400,288,45,0,0,0,0,0,3,1,0,0,0,/static/pokemon_forms/0658_02_Greninja.png
10294,658003,658,3,Mega,메가진화,0,72,125,77,133,81,142,630,10,16,,,,15,400,239,45,0,0,0,0,0,3,1,1,0,0,/static/pokemon_forms/0658_03_Greninja.png
659,659000,659,0,,,1,38,36,38,32,36,57,237,0,,53,167,37,4,50,47,255,0,0,0,0,0,1,0,0,,,/static/pokemon_forms/0659_00_Bunnelby.png
660,660000,660,0,,,1,85,56,77,50,77,78,423,0,4,53,167,37,10,424,148,127,2,0,0,0,0,0,0,0,,,/static/pokemon_forms/0660_00_Diggersby.png
