id,name,name_jp,name_ko,effect_entry,effect_entry_ko,type_id,damage_class_id,power,accuracy,pp,priority,move_target_id,is_contact,crit_rate,drain,healing,min_hits,max_hits,introduced_in_generation_id
408,Power Gem,パワージェム,파워젬,Inflicts regular damage.,보석처럼 반짝이는 빛을 발사하여 상대를 공격한다.,5,1,80,100,20,0,0,0,,,,,,4
409,Drain Punch,ドレインパンチ,드레인펀치,Inflicts regular damage. Drains half the damage inflicted to heal the user.,주먹으로 상대의 힘을 흡수한다. 입힌 데미지의 절반에 해당하는 HP를 회복할 수 있다.,1,0,75,100,10,0,0,1,,50,,,,4
410,Vacuum Wave,しんくうは,진공파,Inflicts regular damage.,주먹을 흔들어 진공의 파도를 일으킨다. 반드시 선제공격을 할 수 있다.,1,1,40,100,30,1,0,0,,,,,,4
411,Focus Blast,きあいだま,기합구슬,Inflicts regular damage. Has a 10% chance to lower the target's Special Defense by one stage.,기합을 높여서 혼신의 힘을 방출한다. 상대의 특수방어를 떨어뜨릴 때가 있다.,1,1,120,70,5,0,0,0,,,,,,4
412,Energy Ball,エナジーボール,에너지볼,Inflicts regular damage. Has a 10% chance to lower the target's Special Defense by one stage.,자연으로부터 모은 생명의 힘을 발사한다. 상대의 특수방어를 떨어뜨릴 때가 있다.,11,1,90,100,10,0,0,0,,,,,,4
413,Brave Bird,ブレイブバード,브레이브버드,Inflicts regular damage. User takes 1/3 the damage it inflicts in recoil.,날개를 접어 저공비행으로 돌격한다. 자신도 상당한 데미지를 입는다.,2,0,120,100,15,0,1,1,,-33,,,,4
414,Earth Power,だいちのちから,대지의힘,Inflicts regular damage. Has a 10% chance to lower the target's Special Defense by one stage.,상대의 발밑에 대지의 힘을 방출한다. 상대의 특수방어를 떨어뜨릴 때가 있다.,4,1,90,100,10,0,0,0,,,,,,4
415,Switcheroo,すりかえ,바꿔치기,"User and target permanently swap held items. Works even if one of the Pokémon isn't holding anything. If either Pokémon is holding mail, this move will fail. If either Pokémon has multitype or sticky hold, this move will fail. If this move results in a Pokémon obtaining choice band, choice scarf, or choice specs, and that Pokémon was the latter of the pair to move this turn, then the move it used this turn becomes its chosen forced move. This applies even if both Pokémon had a choice item before this move was used. If the first of the two Pokémon gains a choice item, it may select whatever choice move it wishes next turn. Neither the user nor the target can recover its item with recycle. This move cannot be selected by assist or metronome.",눈에 보이지 않는 속도로 자신과 상대가 지닌 물건을 교환한다.,16,2,,100,10,0,0,0,,,,,,4
416,Giga Impact,ギガインパクト,기가임팩트,"Inflicts regular damage. User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",가진 힘을 모두 사용해서 상대에게 돌격한다. 다음 턴은 움직일 수 없다.,0,0,150,90,5,0,0,1,,,,,,4
417,Nasty Plot,わるだくみ,나쁜음모,Raises the user's Special Attack by two stages.,나쁜 일을 생각해서 머리를 활성화시킨다. 자신의 특수공격을 크게 올린다.,16,2,,,20,0,9,0,,,,,,4
418,Bullet Punch,バレットパンチ,불릿펀치,Inflicts regular damage.,탄환처럼 빠르고 단단한 펀치를 상대에게 날린다. 반드시 선제공격을 할 수 있다.,8,0,40,100,30,1,0,1,,,,,,4
419,Avalanche,ゆきなだれ,눈사태,"Inflicts regular damage. If the target damaged the user this turn and was the last to do so, this move has double power. pain split does not count as damaging the user.",상대로부터 기술을 받으면 그 상대에 대해서 기술의 위력이 2배가 된다.,14,0,60,100,10,-4,0,1,,,,,,4
420,Ice Shard,こおりのつぶて,얼음뭉치,Inflicts regular damage.,얼음 덩어리를 순식간에 만들어 상대에게 빠르게 쏜다. 반드시 선제공격을 할 수 있다.,14,0,40,100,30,1,0,0,,,,,,4
421,Shadow Claw,シャドークロー,섀도클로,Inflicts regular damage. User's critical hit rate is one level higher when using this move.,그림자로 만든 날카로운 발톱으로 상대를 베어 가른다. 급소에 맞기 쉽다.,7,0,70,100,15,0,0,1,1,,,,,4
422,Thunder Fang,かみなりのキバ,번개엄니,Inflicts regular damage. Has a 10% chance to paralyze the target and a separate 10% chance to make the target flinch.,전기를 모은 이빨로 문다. 상대를 풀죽게 하거나 마비 상태로 만들 때가 있다.,12,0,65,95,15,0,0,1,,,,,,4
423,Ice Fang,こおりのキバ,얼음엄니,Inflicts regular damage. Has a 10% chance to freeze the target and a separate 10% chance to make the target flinch.,냉기를 품은 이빨로 문다. 상대를 풀죽게 하거나 얼음 상태로 만들 때가 있다.,14,0,65,95,15,0,0,1,,,,,,4
424,Fire Fang,ほのおのキバ,불꽃엄니,Inflicts regular damage. Has a 10% chance to burn the target and a separate 10% chance to make the target flinch.,불꽃을 두른 이빨로 문다. 상대를 풀죽게 하거나 화상 상태로 만들 때가 있다.,9,0,65,95,15,0,0,1,,,,,,4
425,Shadow Sneak,かげうち,야습,Inflicts regular damage.,그림자를 늘려 상대의 배후에서 공격한다. 반드시 선제공격할 수 있다.,7,0,40,100,30,1,0,1,,,,,,4
426,Mud Bomb,どろばくだん,진흙폭탄,Inflicts regular damage. Has a 30% chance to lower the target's accuracy by one stage.,단단한 진흙구슬을 상대에게 발사하여 공격한다. 명중률을 떨어뜨릴 때가 있다.,4,1,65,85,10,0,0,0,,,,,,4
427,Psycho Cut,サイコカッター,사이코커터,Inflicts regular damage. User's critical hit rate is one level higher when using this move.,실체화시킨 마음의 칼날로 상대를 베어 가른다. 급소에 맞기 쉽다.,13,0,70,100,20,0,0,0,1,,,,,4
428,Zen Headbutt,しねんのずつき,사념의박치기,Inflicts regular damage. Has a 20% chance to make the target flinch.,사념의 힘을 이마에 모아서 공격한다. 상대를 풀죽게 만들 때가 있다.,13,0,80,90,15,0,0,1,,,,,,4
429,Mirror Shot,ミラーショット,미러샷,Inflicts regular damage. Has a 30% chance to lower the target's accuracy by one stage.,갈고 닦은 몸에서 섬광의 힘을 상대에게 쏜다. 명중률을 떨어뜨릴 때가 있다.,8,1,65,85,10,0,0,0,,,,,,4
430,Flash Cannon,ラスターカノン,러스터캐논,Inflicts regular damage. Has a 10% chance to lower the target's Special Defense by one stage.,몸의 빛을 한곳에 모아서 힘을 쏜다. 상대의 특수방어를 떨어뜨릴 때가 있다.,8,1,80,100,10,0,0,0,,,,,,4
431,Rock Climb,ロッククライム,록클라임,Inflicts regular damage. Has a 20% chance to confuse the target.,굉장한 기세로 상대에게 돌진하여 공격한다. 상대를 혼란시킬 때가 있다.,0,0,90,85,20,0,0,1,,,,,,4
432,Defog,きりばらい,안개제거,"Lowers the target's evasion by one stage. Clears away fog. Removes the effects of mist, light screen, reflect, safeguard, spikes, stealth rock, and toxic spikes from the target's side of the field. If the target is protected by mist, it will prevent the evasion change, then be removed by this move.",강한 바람으로 상대의 리플렉터나 빛의장막 등을 제거한다. 회피율도 떨어뜨린다.,2,2,,,15,0,0,0,,,,,,4
433,Trick Room,トリックルーム,트릭룸,"For five turns (including this one), slower Pokémon will act before faster Pokémon. Move priority is not affected. Using this move when its effect is already active will end the effect. Pokémon holding full incense, lagging tail, or quick claw and Pokémon with stall ignore this effect.",이상한 공간을 만든다. 5턴 동안 느린 포켓몬부터 행동할 수 있다.,13,2,,,5,-7,12,0,,,,,,4
434,Draco Meteor,りゅうせいぐん,용성군,"Inflicts regular damage, then lowers the user's Special Attack by two stages.",천공에서 운석을 상대에게 떨어뜨린다. 사용하면 반동으로 자신의 특수공격이 크게 떨어진다.,15,1,130,90,5,0,0,0,,,,,,4
435,Discharge,ほうでん,방전,Inflicts regular damage. Has a 30% chance to paralyze the target.,눈부신 전격으로 자신의 주위에 있는 포켓몬을 공격한다. 마비 상태로 만들 때가 있다.,12,1,80,100,15,0,5,0,,,,,,4
436,Lava Plume,ふんえん,분연,Inflicts regular damage. Has a 30% chance to burn the target.,새빨간 불꽃으로 자신의 주위에 있는 포켓몬을 공격한다. 화상 상태로 만들 때가 있다.,9,1,80,100,15,0,5,0,,,,,,4
437,Leaf Storm,リーフストーム,리프스톰,"Inflicts regular damage, then lowers the user's Special Attack by two stages.",뾰족한 잎사귀로 상대에게 바람을 일으킨다. 사용하면 반동으로 자신의 특수공격이 크게 떨어진다.,11,1,130,90,5,0,0,0,,,,,,4
438,Power Whip,パワーウィップ,파워휩,Inflicts regular damage.,덩굴이나 촉수를 세차게 흔들어 상대를 힘껏 쳐서 공격한다.,11,0,120,85,10,0,0,1,,,,,,4
439,Rock Wrecker,がんせきほう,암석포,"Inflicts regular damage. User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",거대한 바위를 상대에게 발사하여 공격한다. 다음 턴은 움직일 수 없게 된다.,5,0,150,90,5,0,0,0,,,,,,4
440,Cross Poison,クロスポイズン,크로스포이즌,Inflicts regular damage. User's critical hit rate is one level higher when using this move. Has a 10% chance to poison the target.,독 칼날로 상대를 베어 가른다. 독 상태로 만들 때가 있고 급소에도 맞기 쉽다.,3,0,70,100,20,0,0,1,1,,,,,4
441,Gunk Shot,ダストシュート,더스트슈트,Inflicts regular damage. Has a 30% chance to poison the target.,더러운 쓰레기를 상대에게 부딪쳐서 공격한다. 독 상태로 만들 때가 있다.,3,0,120,80,5,0,0,0,,,,,,4
442,Iron Head,アイアンヘッド,아이언헤드,Inflicts regular damage. Has a 30% chance to make the target flinch.,강철과 같은 단단한 머리로 공격한다. 상대를 풀죽게 만들 때가 있다.,8,0,80,100,15,0,0,1,,,,,,4
443,Magnet Bomb,マグネットボム,마그넷봄,Inflicts regular damage. Ignores accuracy and evasion modifiers.,상대에게 달라붙는 강철의 폭탄을 발사한다. 공격은 반드시 명중한다.,8,0,60,,20,0,0,0,,,,,,4
444,Stone Edge,ストーンエッジ,스톤에지,Inflicts regular damage. User's critical hit rate is one level higher when using this move.,뾰족한 바위를 상대에게 꿰찔러서 공격한다. 급소에 맞기 쉽다.,5,0,100,80,5,0,0,0,1,,,,,4
445,Captivate,ゆうわく,유혹,"Lowers the target's Special Attack by two stages. If the user and target are the same gender, or either is genderless, this move will fail.",수컷은 암컷을 암컷은 수컷을 유혹하여 상대의 특수공격을 크게 떨어뜨린다.,0,2,,100,20,0,6,0,,,,,,4
446,Stealth Rock,ステルスロック,스텔스록,"Spreads sharp rocks around the opposing field, damaging any Pokémon that enters the field for 1/8 its max HP. This damage is affected by the entering Pokémon's susceptibility to rock moves. rapid spin removes this effect from its user's side of the field.",상대의 주위에 무수한 바위를 띄워 교체해서 나온 상대 포켓몬에게 데미지를 준다.,5,2,,,20,0,13,0,,,,,,4
447,Grass Knot,くさむすび,풀묶기,"Inflicts regular damage. Power increases with the target's weight in kilograms, to a maximum of 120. Target's weight | Power --------------- | ----: Up to 10kg   |  20 Up to 25kg   |  40 Up to 50kg   |  60 Up to 100kg   |  80 Up to 200kg   |  100 Above 200kg   |  120 ",풀을 휘감아서 상대를 쓰러뜨린다. 상대가 무거울수록 위력이 올라간다.,11,1,,100,20,0,0,1,,,,,,4
448,Chatter,おしゃべり,수다,"Inflicts regular damage. Has either a 1%, 11%, or 31% chance to confuse the target, based on the volume of the recording made for this move; louder recordings increase the chance of confusion. If the user is not a chatot, this move will not cause confusion. This move cannot be copied by mimic, mirror move, or sketch, nor selected by assist, metronome, or sleep talk.",기억한 말로 음파를 일으켜서 공격한다. 상대를 혼란시킨다.,2,1,65,100,20,0,1,0,,,,,,4
449,Judgment,さばきのつぶて,심판의뭉치,"Inflicts regular damage. If the user is holding a plate or a drive, this move's type is the type corresponding to that item. Note: This effect is technically shared by both techno blast and judgment; however, Techno Blast is only affected by drives, and Judgment is only affected by plates.",무수한 광탄을 상대에게 방출한다. 자신이 가지고 있는 플레이트에 따라 타입이 바뀐다.,0,1,100,100,10,0,0,0,,,,,,4
450,Bug Bite,むしくい,벌레먹기,"Inflicts regular damage. If the target is holding a berry, this move has double power, and the user takes the berry and uses it immediately. If the target is holding a jaboca berry or rowap berry, the berry is still removed, but has no effect. If this move is super effective and the target is holding a berry that can reduce this move's damage, it will do so, and will not be stolen.",물어서 공격한다. 상대가 나무열매를 지니고 있을 때 먹어서 나무열매의 효과를 받을 수 있다.,6,0,60,100,20,0,0,1,,,,,,4
451,Charge Beam,チャージビーム,차지빔,Inflicts regular damage. Has a 70% chance to raise the user's Special Attack by one stage.,전격의 다발을 상대에게 발사한다. 전기를 모아서 자신의 특수공격을 올릴 때가 있다.,12,1,50,90,10,0,0,0,,,,,,4
452,Wood Hammer,ウッドハンマー,우드해머,Inflicts regular damage. User takes 1/3 the damage it inflicts in recoil.,단단한 몸통을 상대에게 부딪쳐서 공격한다. 자신도 상당한 데미지를 입는다.,11,0,120,100,15,0,0,1,,-33,,,,4
453,Aqua Jet,アクアジェット,아쿠아제트,Inflicts regular damage.,눈에 보이지 않는 굉장한 속도로 상대에게 돌진한다. 반드시 선제공격할 수 있다.,10,0,40,100,20,1,0,1,,,,,,4
454,Attack Order,こうげきしれい,공격지령,Inflicts regular damage. User's critical hit rate is one level higher when using this move.,부하를 불러내어 상대를 향해서 공격시킨다. 급소에 맞기 쉽다.,6,0,90,100,15,0,0,0,1,,,,,4
455,Defend Order,ぼうぎょしれい,방어지령,Raises the user's Defense and Special Defense by one stage.,부하를 불러내어 자신의 몸을 뒤덮게 한다. 방어와 특수방어를 올릴 수 있다.,6,2,,,10,0,9,0,,,,,,4
456,Heal Order,かいふくしれい,회복지령,Heals the user for half its max HP.,부하를 불러내어 상처를 회복한다. 최대 HP의 절반만큼 자신의 HP를 회복한다.,6,2,,,10,0,9,0,,,50,,,4
457,Head Smash,もろはのずつき,양날박치기,Inflicts regular damage. User takes 1/2 the damage it inflicts in recoil.,목숨을 걸고 혼신의 힘으로 상대에게 박치기를 한다. 자신도 굉장한 데미지를 입는다.,5,0,150,80,5,0,0,1,,-50,,,,4
458,Double Hit,ダブルアタック,더블어택,Inflicts regular damage. Hits twice in one turn.,꼬리 등을 써서 상대를 때려 공격한다. 2회 연속으로 데미지를 준다.,0,0,35,90,10,0,0,1,,,,2,2,4
459,Roar of Time,ときのほうこう,시간의포효,"Inflicts regular damage. User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",시간이 뒤틀릴 정도의 힘을 사용해서 상대를 공격한다. 다음 턴은 움직일 수 없다.,15,1,150,90,5,0,0,0,,,,,,4
460,Spacial Rend,あくうせつだん,공간절단,Inflicts regular damage. User's critical hit rate is one level higher when using this move.,주위의 공간과 더불어 상대를 찢어서 데미지를 준다. 급소에 맞기 쉽다.,15,1,100,95,5,0,0,0,1,,,,,4
461,Lunar Dance,みかづきのまい,초승달춤,"User faints. Its replacement's HP and PP are fully restored, and any major status effect is removed.",자신은 기절하지만 교대하여 나오는 포켓몬의 모든 상태를 회복한다.,13,2,,,10,0,9,0,,,,,,4
462,Crush Grip,にぎりつぶす,묵사발,"Inflicts regular damage. Power directly relates to the target's relative remaining HP, given by `1 + 120 * current HP / max HP`, to a maximum of 121.",굉장한 힘으로 상대를 묵사발로 만든다. 상대의 HP가 남아 있을수록 위력이 올라간다.,0,0,,100,5,0,0,1,,,,,,4
463,Magma Storm,マグマストーム,마그마스톰,"Inflicts regular damage. For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn. The user continues to use other moves during this time. If the user leaves the field, this effect ends. Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times. Averages to 3 hits per use. rapid spin cancels this effect.",세차게 타오르는 불꽃 속에 4-5턴 동안 상대를 가두어 공격한다.,9,1,100,75,5,0,0,0,,,,,,4
464,Dark Void,ダークホール,다크홀,Puts the target to sleep.,암흑의 세계로 끌고 가서 떨어뜨려 상대를 잠듦 상태로 만든다.,16,2,,50,10,0,6,0,,,,,,4
465,Seed Flare,シードフレア,시드플레어,Inflicts regular damage. Has a 40% chance to lower the target's Special Defense by two stages.,몸속에서 충격파를 발생시킨다. 상대의 특수방어를 크게 떨어뜨릴 때가 있다.,11,1,120,85,5,0,0,0,,,,,,4
466,Ominous Wind,あやしいかぜ,괴상한바람,Inflicts regular damage. Has a 10% chance to raise all of the user's stats one stage.,소름이 끼칠 만한 돌풍으로 상대를 공격한다. 자신의 모든 능력이 올라갈 때가 있다.,7,1,60,100,5,0,0,0,,,,,,4
467,Shadow Force,シャドーダイブ,섀도다이브,"Inflicts regular damage. User vanishes for one turn, becoming immune to attack, and hits on the second turn. This move ignores the effects of detect and protect. This move cannot be selected by sleep talk.",1턴째에 모습을 감춰 2턴째에 상대를 공격한다. 방어하고 있어도 공격은 맞는다.,7,0,120,100,5,0,0,1,,,,,,4
468,Hone Claws,つめとぎ,손톱갈기,Raises the user's Attack and accuracy by one stage.,손톱을 갈아 날카롭게 한다. 자신의 공격과 명중률을 올린다.,16,2,,,15,0,9,0,,,,,,5
469,Wide Guard,ワイドガード,와이드가드,"Moves with multiple targets will not hit friendly Pokémon for the remainder of this turn. If the user is last to act this turn, this move will fail. This move cannot be selected by assist or metronome.",같은 편 전원에게 향하는 공격을 1턴 동안 막는다. ,5,2,,,10,3,14,0,,,,,,5
470,Guard Split,ガードシェア,가드셰어,Averages the user's unmodified Defense with the target's unmodified Defense; the value becomes the unmodified Defense for both Pokémon. Unmodified Special Defense is averaged the same way.,초능력으로 자신과 상대의 방어와 특수방어를 더해서 반으로 나눈다.,13,2,,,10,0,0,0,,,,,,5
471,Power Split,パワーシェア,파워셰어,"Averages the user's unmodified Attack with the target's unmodified Attack; the value becomes the unmodified Attack for both Pokémon. Unmodified Special Attack is averaged the same way. This effect applies before any other persistent changes to unmodified Attack or Special Attack, such as flower gift during sunny day.",초능력으로 자신과 상대의 공격과 특수공격을 더해서 반으로 나눈다.,13,2,,,10,0,0,0,,,,,,5
472,Wonder Room,ワンダールーム,원더룸,"For five turns (including this one), every Pokémon's Defense and Special Defense are swapped.",이상한 공간을 만든다. 5턴 동안 모든 포켓몬의 방어와 특수방어가 바뀐다.,13,2,,,10,0,12,0,,,,,,5
473,Psyshock,サイコショック,사이코쇼크,"Inflicts regular damage. Damage calculation always uses the target's Defense, regardless of this move's damage class.",이상한 염력파를 실체화하여 상대를 공격한다. 물리적인 데미지를 준다.,13,1,80,100,10,0,0,0,,,,,,5
474,Venoshock,ベノムショック,베놈쇼크,"Inflicts regular damage. If the target is poisoned, this move has double power.",특수한 독액을 끼얹는다. 독 상태의 상대에게는 위력이 2배가 된다.,3,1,65,100,10,0,0,0,,,,,,5
475,Autotomize,ボディパージ,바디퍼지,Raises the user's Speed by two stages. Halves the user's weight; this effect does not stack.,몸의 쓸모없는 부분을 깎는다. 자신의 스피드를 크게 올리고 체중도 가벼워진다.,8,2,,,15,0,9,0,,,,,,5
476,Rage Powder,いかりのこな,분노가루,"Until the end of this turn, any moves that opposing Pokémon target solely at the user's ally will instead target the user. If both Pokémon on the same side of the field use this move on the same turn, the Pokémon that uses it last will become the target. This effect takes priority over lightning rod and storm drain. If the user's ally switches out, opposing Pokémon may still hit it with pursuit. This move cannot be selected by assist or metronome.",안절부절못하게 하는 가루를 자신에게 뿌려서 주의를 끈다. 상대의 공격은 모두 자신에게 향한다.,6,2,,,20,2,9,0,,,,,,5
477,Telekinesis,テレキネシス,텔레키네시스,"For three turns (including this one), moves used against the target have 100% accuracy, but the target is immune to ground damage. Accuracy of one-hit KO moves is exempt from this effect. This effect is removed by gravity. If Gravity is already in effect, this move will fail.",초능력으로 상대를 띄운다. 3턴 동안 공격이 상대에게 맞기 쉬워진다.,13,2,,,15,0,0,0,,,,,,5
478,Magic Room,マジックルーム,매직룸,"For five turns (including this one), passive effects of held items are ignored, and Pokémon will not use their held items.",이상한 공간을 만든다. 5턴 동안 모든 포켓몬의 도구의 효과가 사라진다.,13,2,,,10,0,12,0,,,,,,5
479,Smack Down,うちおとす,떨어뜨리기,"Inflicts regular damage. Removes the target's immunity to ground-type damage. This effect removes any existing Ground immunity due to levitate, magnet rise, or telekinesis, and causes the target's flying type to be ignored when it takes Ground damage. If the target isn't immune to Ground damage, this move will fail. This move can hit Pokémon under the effect of bounce, fly, or sky drop, and ends the effect of Bounce or Fly.",돌이나 구슬을 던져서 날고 있는 상대를 공격한다. 맞은 상대는 땅에 떨어진다.,5,0,50,100,15,0,0,0,,,,,,5
480,Storm Throw,やまあらし,업어후리기,Inflicts regular damage. Always scores a critical hit.,강렬한 일격을 상대에게 날린다. 공격은 반드시 급소에 맞는다.,1,0,60,100,10,0,0,1,6,,,,,5
481,Flame Burst,はじけるほのお,불꽃튀기기,"Inflicts regular damage. If this move successfully hits the target, any Pokémon adjacent to the target are damaged for 1/16 their max HP.",맞으면 튀는 불꽃으로 상대를 공격한다. 튕긴 불꽃은 옆의 상대에게도 쏟아진다.,9,1,70,100,15,0,0,0,,,,,,5
482,Sludge Wave,ヘドロウェーブ,오물웨이브,Inflicts regular damage. Has a 10% chance to poison the target.,오물 파도로 자신의 주위에 있는 포켓몬을 공격한다. 독 상태로 만들 때가 있다.,3,1,95,100,10,0,5,0,,,,,,5
483,Quiver Dance,ちょうのまい,나비춤,"Raises the user's Special Attack, Special Defense, and Speed by one stage each.",신비롭고 아름다운 춤을 경쾌하게 춘다. 자신의 특수공격과 특수방어와 스피드를 올린다.,6,2,,,20,0,9,0,,,,,,5
484,Heavy Slam,ヘビーボンバー,헤비봄버,"Inflicts regular damage. The greater the user's weight compared to the target's, the higher power this move has, to a maximum of 120. User's weight          | Power -------------------------------- | ----: Up to 2× the target's weight   |  40 Up to 3× the target's weight   |  60 Up to 4× the target's weight   |  80 Up to 5× the target's weight   |  100 More than 5× the target's weight |  120 ",무거운 몸으로 상대에게 부딪쳐 공격한다. 자신이 상대보다 무거울수록 위력이 올라간다.,8,0,,100,10,0,0,1,,,,,,5
485,Synchronoise,シンクロノイズ,싱크로노이즈,Inflicts regular damage. Only Pokémon that share a type with the user will take damage from this move.,이상한 전파로 주위에 있는 자신과 같은 타입의 포켓몬에게 데미지를 준다.,13,1,120,100,10,0,5,0,,,,,,5
486,Electro Ball,エレキボール,일렉트릭볼,"Inflicts regular damage. The greater the user's Speed compared to the target's, the higher power this move has, to a maximum of 150. User's Speed           | Power -------------------------------- | ----: Up to 2× the target's Speed   |  60 Up to 3× the target's Speed   |  80 Up to 4× the target's Speed   |  120 More than 4× the target's Speed |  150 ",전기 덩어리를 상대에게 부딪쳐서 공격한다. 상대보다 스피드가 빠를수록 위력이 올라간다.,12,1,,100,10,0,0,0,,,,,,5
487,Soak,みずびたし,물붓기,"Changes the target to pure water-type until it leaves the field. If the target has multitype, this move will fail.",많은 물을 끼얹어서 상대를 물타입으로 바꾼다.,10,2,,100,20,0,0,0,,,,,,5
488,Flame Charge,ニトロチャージ,니트로차지,Inflicts regular damage. Raises the user's Speed by one stage.,불꽃을 둘러 상대를 공격한다. 힘을 모아서 자신의 스피드를 올린다.,9,0,50,100,20,0,0,1,,,,,,5
489,Coil,とぐろをまく,똬리틀기,"Raises the user's Attack, Defense, and accuracy by one stage each.",똬리를 틀어서 집중한다. 자신의 공격과 방어와 명중률을 올린다.,3,2,,,20,0,9,0,,,,,,5
490,Low Sweep,ローキック,로킥,Lowers the target's Speed by one stage.,재빠른 움직임으로 상대의 다리를 노려 공격한다. 상대의 스피드를 떨어뜨린다.,1,0,65,100,20,0,0,1,,,,,,5
491,Acid Spray,アシッドボム,애시드봄,Inflicts regular damage. Lowers the target's Special Defense by two stages.,상대를 녹이는 액체를 토해내서 공격한다. 상대의 특수방어를 크게 떨어뜨린다.,3,1,40,100,20,0,0,0,,,,,,5
492,Foul Play,イカサマ,속임수,Inflicts regular damage. Damage is calculated using the target's attacking stat rather than the user's.,상대의 힘을 이용한다. 싸우고 있는 상대의 공격이 높을수록 데미지가 올라간다.,16,0,95,100,15,0,0,1,,,,,,5
493,Simple Beam,シンプルビーム,심플빔,Changes the target's ability to simple.,수수께끼의 염력파를 상대에게 보낸다. 염력파를 받은 상대는 특성이 단순으로 바뀐다.,0,2,,100,15,0,0,0,,,,,,5
494,Entrainment,なかまづくり,동료만들기,Changes the target's ability to match the user's. This effect ends when the target leaves battle.,이상한 리듬으로 춤춘다. 움직임을 흉내 내게 해서 자신과 상대의 특성을 똑같게 만든다.,0,2,,100,15,0,0,0,,,,,,5
495,After You,おさきにどうぞ,당신먼저,"The target will act next this turn, regardless of Speed or move priority. If the target has already acted this turn, this move will fail.",상대의 행동을 도와서 자신이 행동한 뒤에 바로 움직일 수 있도록 한다.,0,2,,,15,0,0,0,,,,,,5
496,Round,りんしょう,돌림노래,"Inflicts regular damage. If round has already been used this turn, this move's power is doubled. After this move is used, any other Pokémon using it this turn will immediately do so (in the order they would otherwise act), regardless of Speed or priority. Pokémon using other moves will then continue to act as usual.",노래로 상대를 공격한다. 함께 돌림노래를 하면 계속해서 쓸 수 있고 위력도 올라간다.,0,1,60,100,15,0,0,0,,,,,,5
497,Echoed Voice,エコーボイス,에코보이스,"Inflicts regular damage. If any friendly Pokémon used this move earlier this turn or on the previous turn, that use's power is added to this move's power, to a maximum of 200.",울리는 목소리로 상대를 공격한다. 매 턴 누군가 기술을 계속해서 쓰면 위력이 올라간다.,0,1,40,100,15,0,0,0,,,,,,5
498,Chip Away,なしくずし,야금야금,"Inflicts regular damage. Damage calculation ignores the target's stat modifiers, including evasion.",틈을 보며 착실하게 공격한다. 상대의 능력 변화에 관계없이 데미지를 준다.,0,0,70,100,20,0,0,1,,,,,,5
499,Clear Smog,クリアスモッグ,클리어스모그,Inflicts regular damage. All of the target's stat modifiers are reset to zero.,특수한 진흙 덩어리를 상대에게 내던져서 공격한다. 능력 변화를 원래대로 돌린다.,3,1,50,,15,0,0,0,,,,,,5
500,Stored Power,アシストパワー,어시스트파워,"Inflicts regular damage. Power is increased by 100% its original value for every stage any of the user's stats have been raised. Accuracy, evasion, and lowered stats do not affect this move's power. For a Pokémon with all five stats modified to +6, this move's power is 31×.",축적된 파워로 상대를 공격한다. 자신의 능력이 올라가 있는 만큼 위력이 오른다.,13,1,20,100,10,0,0,0,,,,,,5
501,Quick Guard,ファストガード,패스트가드,"Moves with priority greater than 0 will not hit friendly Pokémon for the remainder of this turn. If the user is last to act this turn, this move will fail. This move cannot be selected by assist or metronome.",자신과 같은 편을 상대의 선제공격으로부터 지킨다. ,1,2,,,15,3,14,0,,,,,,5
502,Ally Switch,サイドチェンジ,사이드체인지,"User switches position on the field with the friendly Pokémon opposite it. If the user is in the middle position in a triple battle, or there are no other friendly Pokémon, this move will fail.",이상한 힘으로 순간이동하여 자신과 같은 편이 있는 장소를 바꾼다.,13,2,,,15,2,9,0,,,,,,5
503,Scald,ねっとう,열탕,Inflicts regular damage. Has a 30% chance to burn the target.,뜨겁게 끓어오르는 물을 상대에게 발사해서 공격한다. 화상 상태로 만들 때가 있다.,10,1,80,100,15,0,0,0,,,,,,5
504,Shell Smash,からをやぶる,껍질깨기,"Raises the user's Attack, Special Attack, and Speed by two stages each. Lowers the user's Defense and Special Defense by one stage each.","껍질을 깨서 자신의 방어와 특수방어를 떨어뜨리지만 공격과 특수공격, 스피드를 크게 올린다.",0,2,,,15,0,9,0,,,,,,5
505,Heal Pulse,いやしのはどう,치유파동,Heals the target for half its max HP.,치유파동을 날려서 최대 HP의 절반만큼 상대의 HP를 회복한다.,13,2,,,10,0,1,0,,,50,,,5
506,Hex,たたりめ,병상첨병,"Inflicts regular damage. If the target has a major status ailment, this move has double power.",엎친 데 덮친 격으로 공격한다. 상태 이상인 상대에게 큰 데미지를 준다.,7,1,65,100,10,0,0,0,,,,,,5
